test	mode	position	shapes	sql_prefix	census_arms
meta::relational::tests::milestoning::processingSnapshot::testProcessingSnapshotRangeQueryOnProperty	default	filter+project	on-clause-literal-pred+top-where-pred	select distinct "productclassificationtablewithprocessingsnapshotmilestoning_0".type as "type" from ProductTableWithProcessingSnapshotMilestoning as "root" left	exists-material
meta::relational::tests::milestoning::processingSnapshot::testProcessingSnapshotRangeQueryOnProperty	default	filter+project	top-where-pred	select distinct "productclassificationtablewithprocessingsnapshotmilestoning_0".type as "type" from ProductTableWithProcessingSnapshotMilestoning as "root" left	exists-material
meta::relational::tests::milestoning::processingSnapshot::testQueryOnNonTemporalRootWithTemporalProperty	default	filter+project	on-clause-literal-pred+top-where-pred	select "producttablewithprocessingsnapshotmilestoning_0".id as "id" from OrderTable as "root" left outer join ProductTableWithProcessingSnapshotMilestoning as "	exists-material
meta::relational::tests::milestoning::processingSnapshot::testQueryOnNonTemporalRootWithTemporalProperty	default	filter+project	top-where-pred	select "producttablewithprocessingsnapshotmilestoning_0".id as "id" from OrderTable as "root" left outer join ProductTableWithProcessingSnapshotMilestoning as "	exists-material
meta::relational::tests::milestoning::processingSnapshot::testQueryWithPropagationOnNonTemporalRootWithTemporalProperty	default	filter+project	filtered-subselect-join+on-clause-literal-pred+top-where-pred	select "productclassificationtablewithprocessingsnapshotmilestoning_1".type as "type" from OrderTable as "root" left outer join ProductTableWithProcessingSnapsh	exists-material
meta::relational::tests::milestoning::processingSnapshot::testQueryWithPropagationOnNonTemporalRootWithTemporalProperty	default	filter+project	filtered-subselect-join+top-where-pred	select "productclassificationtablewithprocessingsnapshotmilestoning_1".type as "type" from OrderTable as "root" left outer join ProductTableWithProcessingSnapsh	exists-material
meta::relational::tests::milestoning::processingSnapshot::testQueryWithPropagationOnTemporalRoot	default	filter+project	on-clause-literal-pred+top-where-pred	select "productclassificationtablewithprocessingsnapshotmilestoning_0".type as "type" from ProductTableWithProcessingSnapshotMilestoning as "root" left outer jo	exists-material
meta::relational::tests::milestoning::processingSnapshot::testQueryWithPropagationOnTemporalRoot	default	filter+project	top-where-pred	select "productclassificationtablewithprocessingsnapshotmilestoning_0".type as "type" from ProductTableWithProcessingSnapshotMilestoning as "root" left outer jo	exists-material
meta::relational::tests::milestoning::processingSnapshot::testUnionQueryOnNonTemporalRootWithTemporalProperty	default	filter+project	filtered-subselect-join+on-clause-literal-pred+top-where-pred	select "unionalias_1"."ProductTableWithProcessingSnapshotMilestoningid_ProductTableWithProcessingSnapshotMilestoningid" as "id" from (select "root".prodFk as pr	exists-material
meta::relational::tests::milestoning::processingSnapshot::testUnionQueryOnNonTemporalRootWithTemporalProperty	default	filter+project	filtered-subselect-join+top-where-pred	select "unionalias_1"."ProductTableWithProcessingSnapshotMilestoningid_ProductTableWithProcessingSnapshotMilestoningid" as "id" from (select "root".prodFk as pr	exists-material
meta::relational::tests::milestoning::processingSnapshot::testUnionQueryWithPropagationOnNonTemporalRootWithTemporalProperty	default	filter+project	filtered-subselect-join+on-clause-literal-pred+top-where-pred	select "unionalias_3"."ProductClassificationTableWithProcessingSnapshotMilestoningtype_ProductClassificationTableWithProcessingSnapshotMilestoningtype" as "type	exists-material
meta::relational::tests::milestoning::processingSnapshot::testUnionQueryWithPropagationOnNonTemporalRootWithTemporalProperty	default	filter+project	filtered-subselect-join+top-where-pred	select "unionalias_3"."ProductClassificationTableWithProcessingSnapshotMilestoningtype_ProductClassificationTableWithProcessingSnapshotMilestoningtype" as "type	exists-material
meta::relational::tests::milestoning::processingSnapshot::testUnionQueryWithPropagationOnTemporalRoot	default	filter+project	filtered-subselect-join+on-clause-literal-pred+top-where-pred	select "unionalias_1"."ProductClassificationTableWithProcessingSnapshotMilestoningtype_ProductClassificationTableWithProcessingSnapshotMilestoningtype" as "type	exists-material
meta::relational::tests::milestoning::processingSnapshot::testUnionQueryWithPropagationOnTemporalRoot	default	filter+project	filtered-subselect-join+top-where-pred	select "unionalias_1"."ProductClassificationTableWithProcessingSnapshotMilestoningtype_ProductClassificationTableWithProcessingSnapshotMilestoningtype" as "type	exists-material
meta::relational::tests::milestoning::qualifier::testPlanFilterWithMilestoning	default	filter	on-clause-literal-pred+top-where-pred	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", "root".type as "type", "productdescriptiontable_0".description as "	correlated-count-reducer|exists-material
meta::relational::tests::milestoning::qualifier::testPlanFilterWithMilestoning	default	filter	top-where-pred	select "root".id as "pk_0", "root".name as "pk_1", "root".id as "id", "root".name as "name", "root".type as "type", "productdescriptiontable_0".description as "	correlated-count-reducer|exists-material
meta::relational::tests::milestoning::qualifier::testProjectWithMilestoning	default	project	on-clause-literal-pred+top-where-pred	select "productclassificationtable_0".type = 'STOCK' as "c1" from ProductTable as "root" left outer join ProductClassificationTable as "productclassificationtab	exists-material
meta::relational::tests::milestoning::qualifier::testProjectWithMilestoning	default	project	top-where-pred	select "productclassificationtable_0".type = 'STOCK' as "c1" from ProductTable as "root" left outer join ProductClassificationTable as "productclassificationtab	exists-material
meta::relational::tests::milestoning::rangeQuery::testBuisnessSnapshotRangeQueryOnRootAndProperty	default	filter+project	on-clause-literal-pred+top-where-pred	select distinct "productclassificationtablewithbusinesssnapshotmilestoning_0".type as "type" from ProductTableWithBusinessSnapshotMilestoning as "root" left out	exists-material
meta::relational::tests::milestoning::rangeQuery::testBuisnessSnapshotRangeQueryOnRootAndProperty	default	filter+project	top-where-pred	select distinct "productclassificationtablewithbusinesssnapshotmilestoning_0".type as "type" from ProductTableWithBusinessSnapshotMilestoning as "root" left out	exists-material
meta::relational::tests::milestoning::rangeQuery::testBusinessTemporalRangeQueryOnProperty	default	filter+project	on-clause-literal-pred+top-where-pred	select distinct "productclassificationtable_0".type as "type", "root".from_z as "from", "root".thru_z as "thru" from ProductTable as "root" left outer join Prod	exists-material
meta::relational::tests::milestoning::rangeQuery::testBusinessTemporalRangeQueryOnProperty	default	filter+project	top-where-pred	select distinct "productclassificationtable_0".type as "type", "root".from_z as "from", "root".thru_z as "thru" from ProductTable as "root" left outer join Prod	exists-material
meta::relational::tests::milestoning::rangeQuery::testBusinessTemporalRangeQueryOnPropertyDeep	default	filter+project	filtered-subselect-join+on-clause-literal-pred+top-where-pred	select distinct "productexchangetable_1".name as "name", "root".from_z as "from", "root".thru_z as "thru" from ProductTable as "root" left outer join ProductCla	exists-material
meta::relational::tests::milestoning::rangeQuery::testBusinessTemporalRangeQueryOnPropertyDeep	default	filter+project	filtered-subselect-join+top-where-pred	select distinct "productexchangetable_1".name as "name", "root".from_z as "from", "root".thru_z as "thru" from ProductTable as "root" left outer join ProductCla	exists-material
meta::relational::tests::milestoning::rangeQuery::testBusinessTemporalRangeQueryOnRootAndProperty	default	filter+project	on-clause-literal-pred+top-where-pred	select distinct "productclassificationtable_0".type as "type", "root".from_z as "from", "root".thru_z as "thru" from ProductTable as "root" left outer join Prod	exists-material
meta::relational::tests::milestoning::rangeQuery::testBusinessTemporalRangeQueryOnRootAndProperty	default	filter+project	top-where-pred	select distinct "productclassificationtable_0".type as "type", "root".from_z as "from", "root".thru_z as "thru" from ProductTable as "root" left outer join Prod	exists-material
meta::relational::tests::milestoning::rangeQuery::testBusinessTemporalRangeQueryOnRootAndPropertyDeep	default	filter+project	filtered-subselect-join+on-clause-literal-pred+top-where-pred	select distinct "productexchangetable_1".name as "name", "root".from_z as "from", "root".thru_z as "thru" from ProductTable as "root" left outer join ProductCla	exists-material
meta::relational::tests::milestoning::rangeQuery::testBusinessTemporalRangeQueryOnRootAndPropertyDeep	default	filter+project	filtered-subselect-join+top-where-pred	select distinct "productexchangetable_1".name as "name", "root".from_z as "from", "root".thru_z as "thru" from ProductTable as "root" left outer join ProductCla	exists-material
meta::relational::tests::milestoning::rangeQuery::testBusinessTemporalRangeQueryOnRootWithSubsequentCallToMilestonedQualifiedPropertyWithFunction	default	project	on-clause-literal-pred+top-where-pred	select distinct "tradertable_0".kerberos as "kerberos" from CertificationTable as "root" left outer join TraderTable as "tradertable_0" on ("tradertable_0".kerb	exists-material
meta::relational::tests::milestoning::rangeQuery::testBusinessTemporalRangeQueryOnRootWithSubsequentCallToMilestonedQualifiedPropertyWithFunction	default	project	top-where-pred	select distinct "tradertable_0".kerberos as "kerberos" from CertificationTable as "root" left outer join TraderTable as "tradertable_0" on ("tradertable_0".kerb	exists-material
meta::relational::tests::milestoning::rangeQuery::testBusinessTemporalRangeQueryOnRootWithSubsequentCallToMilestonedQualifiedPropertyWithThisBusinessDate	default	project	top-where-pred	select distinct "productclassificationtable_0".type as "classificationType" from ProductTable as "root" left outer join ProductClassificationTable as "productcl	exists-material
